20_USA-road-d.BAY.gr;0.5399999618530273;15332.560000000001;15332.560000000001;0.0
20_USA-road-d.COL.gr;0.3989999294281006;7076.52;7076.52;0.0
20_USA-road-d.NY.gr;23.526000022888184;9454.47;9454.470000000001;1.9239464544769366e-16
40_USA-road-d.BAY.gr;21.28700017929077;12408.970000000001;12408.970000000001;0.0
40_USA-road-d.COL.gr;4.184999942779541;15058.97;15058.97;0.0
40_USA-road-d.NY.gr;1.7250001430511475;17330.1;17330.1;0.0
60_USA-road-d.BAY.gr;5.861999988555908;8571.81;8571.81;0.0
60_USA-road-d.COL.gr;1.4469997882843018;23914.23;23914.23;0.0
60_USA-road-d.NY.gr;72.36999988555908;16299.13;16299.13;0.0
80_USA-road-d.BAY.gr;180.03600001335144;10371.520000000213;0;Inf
80_USA-road-d.COL.gr;180.06200003623962;13927.730000000012;0;Inf
80_USA-road-d.NY.gr;180.0220000743866;16259.729999999992;0;Inf
100_USA-road-d.BAY.gr;180.04700016975403;10078.66165902764;0;Inf
100_USA-road-d.COL.gr;180.04999995231628;24717.199999999997;0;Inf
100_USA-road-d.NY.gr;180.01899981498718;18951.84;0;Inf
