450_USA-road-d.BAY.gr;60.56000018119812;29363.995878314312;32288.36;0.09057022783708087
450_USA-road-d.COL.gr;12.00600004196167;39224.0;39224.0;0.0
450_USA-road-d.NY.gr;6.172999858856201;47079.0;47080.7;3.610821419386479e-5
500_USA-road-d.BAY.gr;60.295000076293945;37352.44499999999;38097.93;0.019567598554567345
500_USA-road-d.COL.gr;20.57100009918213;39224.0;39224.0;0.0
500_USA-road-d.NY.gr;21.183000087738037;48093.44;48093.44;0.0
550_USA-road-d.BAY.gr;60.62700009346008;21499.088;22317.239999999998;0.03666008879234163
550_USA-road-d.COL.gr;27.561000108718872;39224.0;39224.0;0.0
550_USA-road-d.NY.gr;47.18899989128113;47814.36;47814.36;0.0
600_USA-road-d.BAY.gr;63.84999990463257;34131.259999999995;34634.21;0.014735758363447598
600_USA-road-d.COL.gr;28.130000114440918;39224.0;39224.0;0.0
600_USA-road-d.NY.gr;60.29299998283386;46373.792;47814.36;0.031064270094625847
650_USA-road-d.BAY.gr;60.58300018310547;33582.984999999986;34634.21;0.03130230978574458
650_USA-road-d.COL.gr;60.55299997329712;33922.35374999999;39224.0;0.1562876883211565
650_USA-road-d.NY.gr;10.471999883651733;43327.13000000003;43329.05;4.431403603184482e-5
700_USA-road-d.BAY.gr;25.566999912261963;46226.950000000004;46226.95;1.5739644545407874e-16
700_USA-road-d.COL.gr;35.75800013542175;39224.0;39224.0;0.0
700_USA-road-d.NY.gr;14.381999969482422;43327.12999999987;43329.05;4.4314036035539464e-5
